epoch,loss,td_loss,avg_reward,episode_length,epsilon,q_value_mean,replay_size,target_sync_count,elapsed_seconds,eta_seconds,progress_percent,num_samples,method,candidate_source,training_mode
36,31.157415103912353,31.157415103912353,-2.3967753734550428,7.625,0.06330000000000002,5.390492851589807,986.0,3.0,542.1516168117523,6234.743593335152,8.0,0,rlcg,pomo,dqn
37,27.899333000183105,27.899333000183105,-1.8015271593536983,7.625,0.050000000000000044,5.180413517798297,1047.0,3.0,575.9676167964935,6200.121992574018,8.5,0,rlcg,pomo,dqn
38,33.82471542358398,33.82471542358398,-1.8015271593536983,7.625,0.050000000000000044,5.035241914214566,1108.0,3.0,609.4324688911438,6162.039407677121,9.0,0,rlcg,pomo,dqn
39,30.297301006317138,30.297301006317138,-1.8015271593536983,7.625,0.050000000000000044,5.4937678530579435,1169.0,3.0,643.1899580955505,6127.230653436561,9.5,0,rlcg,pomo,dqn
40,23.060160827636718,23.060160827636718,-1.6765271593536983,7.5,0.050000000000000044,5.672336976020597,1229.0,3.0,676.7807731628418,6091.026958465576,10.0,0,rlcg,pomo,dqn
41,25.954024600982667,25.954024600982667,-1.8015271593536983,7.625,0.050000000000000044,5.05216273101978,1290.0,4.0,710.42356133461,6055.515118042628,10.5,0,rlcg,pomo,dqn
42,24.74284896850586,24.74284896850586,-1.8015271593536983,7.625,0.050000000000000044,5.0894434149609875,1351.0,4.0,743.9522130489349,6019.249723759564,11.0,0,rlcg,pomo,dqn
43,28.234387111663818,28.234387111663818,-1.8015271593536983,7.625,0.050000000000000044,5.419567871280014,1412.0,4.0,777.4946932792664,5983.328726540441,11.5,0,rlcg,pomo,dqn
44,31.94808406829834,31.94808406829834,-1.5341667095276232,7.625,0.050000000000000044,4.613308561872691,1473.0,4.0,813.7466697692871,5967.4755783081055,12.0,0,rlcg,pomo,dqn
45,23.4628954410553,23.4628954410553,-5.121947829451683,7.625,0.050000000000000044,4.669525875733234,1534.0,4.0,848.2609276771545,5937.826493740082,12.5,0,rlcg,pomo,dqn
46,21.652626609802248,21.652626609802248,-1.8015271593536983,7.625,0.050000000000000044,4.4046954936813565,1595.0,5.0,883.2735288143158,5911.138231295806,13.0,0,rlcg,pomo,dqn
47,26.358055067062377,26.358055067062377,-1.1122531817778887,7.625,0.050000000000000044,4.09124895662535,1656.0,5.0,917.733250617981,5880.29082803373,13.5,0,rlcg,pomo,dqn
48,24.579203510284422,24.579203510284422,-1.8015271593536983,7.625,0.050000000000000044,3.947783427475952,1717.0,5.0,952.8665812015533,5853.323284523827,14.000000000000002,0,rlcg,pomo,dqn
49,21.858428525924683,21.858428525924683,-1.8015271593536983,7.625,0.050000000000000044,3.9393787557724864,1778.0,5.0,988.4972791671753,5828.725335778861,14.499999999999998,0,rlcg,pomo,dqn
50,20.40981364250183,20.40981364250183,-2.0351657029989525,7.75,0.050000000000000044,3.9221761550987138,1840.0,5.0,1022.814855337143,5795.950846910477,15.0,0,rlcg,pomo,dqn
51,21.785622215270998,21.785622215270998,-3.6341245135695535,7.625,0.050000000000000044,4.249939218373038,1901.0,6.0,1058.4284451007843,5770.142168452663,15.5,0,rlcg,pomo,dqn
52,12.020924282073974,12.020924282073974,-3.1002334266087077,7.625,0.050000000000000044,3.7247100272215903,1962.0,6.0,1092.551994562149,5735.8979714512825,16.0,0,rlcg,pomo,dqn
53,21.295638751983642,21.295638751983642,-2.3469389513295695,7.625,0.050000000000000044,3.5379256170243023,2023.0,6.0,1126.8126068115234,5702.354707197709,16.5,0,rlcg,pomo,dqn
54,16.42250564098358,16.42250564098358,-2.3469389513295695,7.625,0.050000000000000044,4.18992388357874,2084.0,6.0,1161.2111177444458,5669.442516046412,17.0,0,rlcg,pomo,dqn
55,20.87896008491516,20.87896008491516,-2.7219389513295695,8.0,0.050000000000000044,3.699499750928953,2148.0,6.0,1193.0020680427551,5624.152606487274,17.5,0,rlcg,pomo,dqn
56,20.344847249984742,20.344847249984742,-2.3469389513295695,7.625,0.050000000000000044,3.746488272747956,2209.0,7.0,1225.1038463115692,5581.028633197149,18.0,0,rlcg,pomo,dqn
57,15.838191056251526,15.838191056251526,-2.3469389513295695,7.625,0.050000000000000044,3.0752971580950543,2270.0,7.0,1257.3495438098907,5539.134476784114,18.5,0,rlcg,pomo,dqn
58,11.57262852191925,11.57262852191925,-3.5013199024626243,7.625,0.050000000000000044,2.736342585925013,2331.0,7.0,1288.6188127994537,5493.5854650924075,19.0,0,rlcg,pomo,dqn
59,18.951115942001344,18.951115942001344,-2.914936903243933,7.625,0.050000000000000044,3.671836263407022,2392.0,7.0,1320.5846571922302,5451.644354049976,19.5,0,rlcg,pomo,dqn
60,13.218527460098267,13.218527460098267,-2.914936903243933,7.625,0.050000000000000044,3.0438824988901616,2453.0,7.0,1352.8164048194885,5411.265619277954,20.0,0,rlcg,pomo,dqn
61,19.115611267089843,19.115611267089843,-2.914936903243933,7.625,0.050000000000000044,2.9558260957710445,2514.0,8.0,1385.018498659134,5371.169299678105,20.5,0,rlcg,pomo,dqn
62,21.98606240749359,21.98606240749359,-2.914936903243933,7.625,0.050000000000000044,4.1026930012041705,2575.0,8.0,1416.6211116313934,5329.193705660957,21.0,0,rlcg,pomo,dqn
63,22.657470560073854,22.657470560073854,-2.914936903243933,7.625,0.050000000000000044,3.6288902742555367,2636.0,8.0,1448.38458943367,5288.2879195601445,21.5,0,rlcg,pomo,dqn
64,20.05052309036255,20.05052309036255,-2.789936903243933,7.5,0.050000000000000044,3.3545608822256328,2696.0,8.0,1479.0620427131653,5243.947242346677,22.0,0,rlcg,pomo,dqn
65,19.758627223968507,19.758627223968507,-2.914936903243933,7.625,0.050000000000000044,3.754398547206074,2757.0,8.0,1510.802119255066,5203.873966323004,22.5,0,rlcg,pomo,dqn
66,19.822207045555114,19.822207045555114,-2.914936903243933,7.625,0.050000000000000044,2.981097542331554,2818.0,9.0,1542.377940416336,5163.613104872082,23.0,0,rlcg,pomo,dqn
67,16.258877539634703,16.258877539634703,-3.5315523046908184,7.625,0.050000000000000044,2.791911137918942,2879.0,9.0,1573.9131948947906,5123.589762104319,23.5,0,rlcg,pomo,dqn
68,20.43515567779541,20.43515567779541,-2.914936903243933,7.625,0.050000000000000044,2.4443700511474162,2940.0,9.0,1605.4391198158264,5083.89054608345,24.0,0,rlcg,pomo,dqn
69,21.232694101333617,21.232694101333617,-0.3920868972360081,7.625,0.050000000000000044,3.5987254432635383,3001.0,9.0,1637.7722837924957,5047.012548013609,24.5,0,rlcg,pomo,dqn
70,25.172598361968994,25.172598361968994,-3.5013199024626243,7.625,0.050000000000000044,2.978697053832002,3062.0,9.0,1669.4616975784302,5008.3850927352905,25.0,0,rlcg,pomo,dqn
71,10.694372177124023,10.694372177124023,-1.992882683148287,7.5,0.050000000000000044,2.640671347104944,3122.0,10.0,1700.4071967601776,4967.8563199464015,25.5,0,rlcg,pomo,dqn
72,19.202914810180665,19.202914810180665,-1.992882683148287,7.5,0.050000000000000044,2.419022454274818,3182.0,10.0,1731.8696138858795,4929.167362598272,26.0,0,rlcg,pomo,dqn
73,16.204730486869813,16.204730486869813,-2.117882683148287,7.625,0.050000000000000044,1.7483553478959948,3243.0,10.0,1764.9893507957458,4895.347822018389,26.5,0,rlcg,pomo,dqn
74,13.729656219482422,13.729656219482422,-1.4885833497697192,7.625,0.050000000000000044,1.8569970589363947,3304.0,10.0,1796.9189479351044,4858.336414787504,27.0,0,rlcg,pomo,dqn
75,27.67555968761444,27.67555968761444,-1.5388487715193566,7.625,0.050000000000000044,2.7785980633692815,3365.0,10.0,1829.038073539734,4822.009466604753,27.500000000000004,0,rlcg,pomo,dqn
76,16.226833367347716,16.226833367347716,-2.117882683148287,7.625,0.050000000000000044,2.2653371744323523,3426.0,11.0,1861.838688135147,4787.585198061806,28.000000000000004,0,rlcg,pomo,dqn
77,15.59546320438385,15.59546320438385,-2.117882683148287,7.625,0.050000000000000044,1.7775081772357226,3487.0,11.0,1893.8458750247955,4751.227370676242,28.499999999999996,0,rlcg,pomo,dqn
78,15.34421103000641,15.34421103000641,-2.117882683148287,7.625,0.050000000000000044,1.5083750747609883,3548.0,11.0,1925.955932855606,4715.2714218188985,28.999999999999996,0,rlcg,pomo,dqn
79,23.303194856643678,23.303194856643678,-2.117882683148287,7.625,0.050000000000000044,1.7121711668791249,3609.0,11.0,1958.7282569408417,4681.028546248453,29.5,0,rlcg,pomo,dqn
80,15.170609498023987,15.170609498023987,-2.9451243804785885,7.625,0.050000000000000044,1.6208948076469825,3670.0,11.0,1990.8591601848602,4645.338040431341,30.0,0,rlcg,pomo,dqn
81,21.85034523010254,21.85034523010254,-2.117882683148287,7.625,0.050000000000000044,1.7774579618126154,3731.0,12.0,2022.8392419815063,4609.420567793924,30.5,0,rlcg,pomo,dqn
82,23.09162836074829,23.09162836074829,-1.992882683148287,7.5,0.050000000000000044,1.731551971565932,3791.0,12.0,2053.529981136322,4570.7602805937495,31.0,0,rlcg,pomo,dqn
83,14.435195446014404,14.435195446014404,-2.117882683148287,7.625,0.050000000000000044,1.4793527384521439,3852.0,12.0,2086.5978949069977,4537.522406385058,31.5,0,rlcg,pomo,dqn
84,23.232244968414307,23.232244968414307,-2.117882683148287,7.625,0.050000000000000044,1.119521666923538,3913.0,12.0,2118.436730861664,4501.678053081036,32.0,0,rlcg,pomo,dqn
85,18.58130226135254,18.58130226135254,-2.117882683148287,7.625,0.050000000000000044,1.5317609840538353,3974.0,12.0,2150.8143231868744,4467.075902003508,32.5,0,rlcg,pomo,dqn
86,17.297402834892274,17.297402834892274,-2.202878635251855,7.625,0.050000000000000044,1.17538921283558,4035.0,13.0,2183.91663813591,4434.012568336544,33.0,0,rlcg,pomo,dqn
87,12.614078688621522,12.614078688621522,-2.117882683148287,7.625,0.050000000000000044,1.1463883835822344,4096.0,13.0,2216.3816995620728,4399.683075250085,33.5,0,rlcg,pomo,dqn
88,25.1010799407959,25.1010799407959,-1.9118085046974196,7.5,0.050000000000000044,1.4126355771441013,4156.0,13.0,2247.490469455719,4362.775617178748,34.0,0,rlcg,pomo,dqn
89,16.383732652664186,16.383732652664186,-2.117882683148287,7.625,0.050000000000000044,1.699601737037301,4217.0,13.0,2279.5223269462585,4327.788765651593,34.5,0,rlcg,pomo,dqn
90,15.316658353805542,15.316658353805542,-2.117882683148287,7.625,0.050000000000000044,1.2328686077846214,4278.0,13.0,2313.4462814331055,4296.400236947196,35.0,0,rlcg,pomo,dqn
91,8.244500875473022,8.244500875473022,-2.117882683148287,7.625,0.050000000000000044,1.3998159234877676,4339.0,14.0,2346.9583456516266,4264.191923789575,35.5,0,rlcg,pomo,dqn
92,10.15761091709137,10.15761091709137,-2.117882683148287,7.625,0.050000000000000044,1.0859677005559205,4400.0,14.0,2379.7896497249603,4230.737155066597,36.0,0,rlcg,pomo,dqn
93,27.944428157806396,27.944428157806396,-2.117882683148287,7.625,0.050000000000000044,0.8818807221250609,4461.0,14.0,2413.2490754127502,4198.392227087936,36.5,0,rlcg,pomo,dqn
94,21.82457842826843,21.82457842826843,-2.4953504934220883,7.625,0.050000000000000044,1.3557719886768609,4522.0,14.0,2446.277064561844,4165.282569389085,37.0,0,rlcg,pomo,dqn
95,16.28056321144104,16.28056321144104,-2.771498336305635,7.625,0.050000000000000044,0.9232511459384114,4583.0,14.0,2479.868726491928,4133.1145441532135,37.5,0,rlcg,pomo,dqn
96,18.62881784439087,18.62881784439087,-2.9451243804785885,7.625,0.050000000000000044,1.6312849519774317,4644.0,15.0,2512.1952180862427,4098.844829509133,38.0,0,rlcg,pomo,dqn
97,18.571725273132323,18.571725273132323,-2.9451243804785885,7.625,0.050000000000000044,1.491325315996073,4705.0,15.0,2545.0572295188904,4065.4810289717334,38.5,0,rlcg,pomo,dqn
98,7.29361879825592,7.29361879825592,-2.9451243804785885,7.625,0.050000000000000044,1.3787887782324106,4766.0,15.0,2579.4082520008087,4034.4590608217777,39.0,0,rlcg,pomo,dqn
99,8.37061266899109,8.37061266899109,-2.9451243804785885,7.625,0.050000000000000044,1.1436853117309511,4827.0,15.0,2611.950212955475,4000.58197174193,39.5,0,rlcg,pomo,dqn
100,14.711253309249878,14.711253309249878,-2.9451243804785885,7.625,0.050000000000000044,1.28458401535172,4888.0,15.0,2644.7476217746735,3967.12143266201,40.0,0,rlcg,pomo,dqn
101,19.51874257326126,19.51874257326126,-2.9451243804785885,7.625,0.050000000000000044,1.1266657292842865,4949.0,16.0,2677.8124721050262,3934.0701750678772,40.5,0,rlcg,pomo,dqn
102,12.627084016799927,12.627084016799927,-2.9451243804785885,7.625,0.050000000000000044,0.9733471238752827,5000.0,16.0,2710.3976435661316,3900.3283163512633,41.0,0,rlcg,pomo,dqn
103,23.41078007221222,23.41078007221222,-2.9451243804785885,7.625,0.050000000000000044,0.9727768016513437,5000.0,16.0,2743.4852480888367,3867.3225786312523,41.5,0,rlcg,pomo,dqn
104,20.35315625667572,20.35315625667572,-2.5956924024299575,7.625,0.050000000000000044,1.3811384808737786,5000.0,16.0,2776.687377691269,3834.4730453831808,42.0,0,rlcg,pomo,dqn
105,30.77444088459015,30.77444088459015,-2.9451243804785885,7.625,0.050000000000000044,1.446935260668397,5000.0,16.0,2809.669192314148,3801.317142542671,42.5,0,rlcg,pomo,dqn
106,16.388926100730895,16.388926100730895,-3.0701243804785885,7.75,0.050000000000000044,1.2936818598769606,5000.0,17.0,2842.9970376491547,3768.623980139577,43.0,0,rlcg,pomo,dqn
107,22.56867918968201,22.56867918968201,-2.9451243804785885,7.625,0.050000000000000044,1.1777700613019988,5000.0,17.0,2877.725677251816,3737.735649763853,43.5,0,rlcg,pomo,dqn
108,15.537489938735963,15.537489938735963,-2.9451243804785885,7.625,0.050000000000000044,0.8100869952235371,5000.0,17.0,2910.862380027771,3704.733938217163,44.0,0,rlcg,pomo,dqn
109,19.714930248260497,19.714930248260497,-2.9451243804785885,7.625,0.050000000000000044,0.8591961780795827,5000.0,17.0,2943.1220960617065,3670.6354231780833,44.5,0,rlcg,pomo,dqn
110,21.463166642189027,21.463166642189027,-3.5013199024626243,7.625,0.050000000000000044,1.3002461310476066,5000.0,17.0,2976.422784090042,3637.850069443384,45.0,0,rlcg,pomo,dqn
111,11.350271940231323,11.350271940231323,-2.914936903243933,7.625,0.050000000000000044,1.0610057345125825,5000.0,18.0,3009.642357826233,3604.95623080285,45.5,0,rlcg,pomo,dqn
112,21.28366973400116,21.28366973400116,-3.5545003938661464,7.75,0.050000000000000044,0.6798895186046139,5000.0,18.0,3042.982896089554,3572.1973128007803,46.0,0,rlcg,pomo,dqn
113,19.691447496414185,19.691447496414185,-3.5013199024626243,7.625,0.050000000000000044,0.5953792087268084,5000.0,18.0,3076.721381187439,3539.883739645763,46.5,0,rlcg,pomo,dqn
114,7.613234639167786,7.613234639167786,-2.914936903243933,7.625,0.050000000000000044,0.3722381641389802,5000.0,18.0,3109.8133466243744,3506.8107951296142,47.0,0,rlcg,pomo,dqn
115,27.291703057289123,27.291703057289123,-2.9149369032439374,7.625,0.050000000000000044,0.4020652325823903,5000.0,18.0,3144.070416212082,3475.025196865986,47.5,0,rlcg,pomo,dqn
116,17.241099095344545,17.241099095344545,-2.914936903243933,7.625,0.050000000000000044,1.046995334420353,5000.0,19.0,3177.077022075653,3441.833440581958,48.0,0,rlcg,pomo,dqn
117,13.795826435089111,13.795826435089111,-3.7371449614139944,7.5,0.050000000000000044,0.361315636523068,5000.0,19.0,3210.120677947998,3408.6848435942666,48.5,0,rlcg,pomo,dqn
118,21.00194193124771,21.00194193124771,-3.859528126567807,7.625,0.050000000000000044,0.5028055561473593,5000.0,19.0,3244.337191581726,3376.7591177687355,49.0,0,rlcg,pomo,dqn
119,13.383878612518311,13.383878612518311,-2.914936903243933,7.625,0.050000000000000044,0.40862577632069585,5000.0,19.0,3277.7978444099426,3344.0159826808504,49.5,0,rlcg,pomo,dqn
120,8.843579483032226,8.843579483032226,-2.914936903243933,7.625,0.050000000000000044,0.6671212474815548,5000.0,19.0,3311.0226373672485,3311.0226373672485,50.0,0,rlcg,pomo,dqn
121,28.945219945907592,28.945219945907592,-3.039936903243933,7.75,0.050000000000000044,0.5538698581513017,5000.0,20.0,3344.006805419922,3277.788848876953,50.5,0,rlcg,pomo,dqn
122,23.4717796087265,23.4717796087265,-0.6020967002998034,7.625,0.050000000000000044,0.28882736403029413,5000.0,20.0,3376.5785715579987,3244.1637256145477,51.0,0,rlcg,pomo,dqn
123,13.592928898334502,13.592928898334502,-1.7872059467489683,7.625,0.050000000000000044,0.4245595505228266,5000.0,20.0,3409.878436088562,3211.244740782432,51.5,0,rlcg,pomo,dqn
124,14.601935935020446,14.601935935020446,-4.474137179714356,7.625,0.050000000000000044,0.007043489115312695,5000.0,20.0,3443.9487659931183,3179.0296301474937,52.0,0,rlcg,pomo,dqn
125,38.902457404136655,38.902457404136655,-2.789936903243933,7.5,0.050000000000000044,0.35814020754769443,5000.0,20.0,3477.03875374794,3145.8922057719456,52.5,0,rlcg,pomo,dqn
126,14.364877676963806,14.364877676963806,-2.914936903243933,7.625,0.050000000000000044,0.38292985756415876,5000.0,21.0,3509.9352016448975,3112.584046741701,53.0,0,rlcg,pomo,dqn
127,23.16126720905304,23.16126720905304,-2.4682570184604353,7.5,0.050000000000000044,0.07747389008291065,5000.0,21.0,3541.4799637794495,3078.108753565315,53.5,0,rlcg,pomo,dqn
128,18.98066282272339,18.98066282272339,-1.8095363968496452,7.5,0.050000000000000044,0.4210161354625598,5000.0,21.0,3573.570480823517,3044.1526318126253,54.0,0,rlcg,pomo,dqn
129,21.656218123435973,21.656218123435973,-2.4682570184604353,7.5,0.050000000000000044,0.19663735530339183,5000.0,21.0,3605.8897004127502,3010.421676491378,54.50000000000001,0,rlcg,pomo,dqn
130,11.048562133312226,11.048562133312226,-1.7183871168324174,7.5,0.050000000000000044,0.0008353960234671831,5000.0,21.0,3638.178441286087,2976.691451961344,55.00000000000001,0,rlcg,pomo,dqn
131,23.91654978990555,23.91654978990555,-2.4682570184604353,7.5,0.050000000000000044,-0.027752180071547627,5000.0,22.0,3670.6224796772003,2943.111717939376,55.50000000000001,0,rlcg,pomo,dqn
132,7.084268164634705,7.084268164634705,-2.4682570184604353,7.5,0.050000000000000044,0.4141630007885396,5000.0,22.0,3702.0056145191193,2908.7186971221645,56.00000000000001,0,rlcg,pomo,dqn
133,17.634984862804412,17.634984862804412,-2.7972928618384416,7.625,0.050000000000000044,0.15527096458245068,5000.0,22.0,3735.208477497101,2875.7799782499806,56.49999999999999,0,rlcg,pomo,dqn
134,30.80677149295807,30.80677149295807,-2.5771510573047074,7.625,0.050000000000000044,0.683539972663857,5000.0,22.0,3768.3459808826447,2842.787318911469,56.99999999999999,0,rlcg,pomo,dqn
135,4.572657835483551,4.572657835483551,-2.4682570184604353,7.5,0.050000000000000044,0.29744768850505354,5000.0,22.0,3800.5485229492188,2809.101082179858,57.49999999999999,0,rlcg,pomo,dqn
136,21.352193784713744,21.352193784713744,-1.8265802845277186,7.625,0.050000000000000044,-0.2796812584158033,5000.0,23.0,3833.723111152649,2776.14432186916,57.99999999999999,0,rlcg,pomo,dqn
137,17.442639684677125,17.442639684677125,-2.5932570184604353,7.625,0.050000000000000044,0.7358252996345982,5000.0,23.0,3867.4327375888824,2743.563395041686,58.5,0,rlcg,pomo,dqn
138,16.859723007678987,16.859723007678987,-2.4682570184604353,7.5,0.050000000000000044,0.5873722791206092,5000.0,23.0,3899.487499475479,2709.81334709313,59.0,0,rlcg,pomo,dqn
139,18.434379410743713,18.434379410743713,-1.9877571655362454,7.625,0.050000000000000044,0.28915094982367007,5000.0,23.0,3933.5627267360687,2677.467066097661,59.5,0,rlcg,pomo,dqn
140,17.30869938135147,17.30869938135147,-4.713943983933762,7.625,0.050000000000000044,0.18156950185075402,5000.0,23.0,3967.5849606990814,2645.056640466055,60.0,0,rlcg,pomo,dqn
141,15.75129430294037,15.75129430294037,-2.5932570184604353,7.625,0.050000000000000044,0.24785466415341945,5000.0,24.0,4000.862528324127,2612.1333862612073,60.5,0,rlcg,pomo,dqn
142,9.217928647994995,9.217928647994995,-2.444864465258677,7.625,0.050000000000000044,-0.1625974385300651,5000.0,24.0,4034.1177186965942,2579.190016871593,61.0,0,rlcg,pomo,dqn
143,21.24616904258728,21.24616904258728,-2.2743628452800904,7.625,0.050000000000000044,0.13309646893758326,5000.0,24.0,4067.067953109741,2546.0506698329273,61.5,0,rlcg,pomo,dqn
144,32.7291018486023,32.7291018486023,-2.2743628452800904,7.625,0.050000000000000044,0.14801604740787297,5000.0,24.0,4099.667605876923,2512.6995003761785,62.0,0,rlcg,pomo,dqn
145,23.256046223640443,23.256046223640443,-2.4682570184604353,7.5,0.050000000000000044,0.5458195342915133,5000.0,24.0,4131.981202840805,2479.188721704483,62.5,0,rlcg,pomo,dqn
146,11.203749895095825,11.203749895095825,-3.108947454071983,7.5,0.050000000000000044,0.026772893429733814,5000.0,25.0,4164.212979793549,2445.6488928946237,63.0,0,rlcg,pomo,dqn
147,10.70059792995453,10.70059792995453,-2.5932570184604353,7.625,0.050000000000000044,-0.6539880010532215,5000.0,25.0,4198.185416698456,2413.130200149506,63.5,0,rlcg,pomo,dqn
