epoch,loss,avg_reward,baseline_variance,penalty_ratio,val_reward
72,218.54608421683312,442.60794016571043,48587.23341015625,0.0,
73,154.7145914489746,453.8902783691406,49849.20301875,0.0,
74,152.77997494506835,453.6015678710938,49902.9823875,0.0,
75,176.9194808757782,451.85647294921876,49589.619025,0.0,800.0362775248866
76,157.68256547904014,450.39022460327146,49616.73117753906,0.0,
77,181.88788475341798,452.87254873046874,49408.02620625,0.0,
78,142.89267867641448,441.5997822616577,49704.825118359375,0.0,
79,108.42600877380372,453.14805834960936,50144.67196875,0.0,
80,141.97635997009277,452.8863074707031,50164.18130625,0.0,803.4329558341734
81,213.54943178710937,451.86482548828127,49126.71393125,0.0,
82,143.19007559814452,454.48508022460936,50017.5157375,0.0,
83,115.00345771484375,454.4754573730469,50195.552775,0.0,
84,147.94759418945313,446.2790712402344,48450.4702375,0.0,
85,178.16902460165025,444.6019988861084,48898.96459277344,0.0,738.1675749747984
86,124.00001047363281,453.6161779296875,50183.955525,0.0,
87,123.52390126342773,453.58355986328127,49906.623275,0.0,
88,134.23125070800782,453.8207793457031,50421.850675,0.0,
89,145.91508929138183,451.8005905334473,50046.219065625,0.0,
90,160.5471203063965,455.05929130859374,50102.24689375,0.0,809.6055701471145
91,138.52255750122072,455.83221630859373,50252.97278125,0.0,
92,117.54551751098633,453.40017553710936,49835.60811875,0.0,
93,130.57225004882812,455.17126318359374,49647.575325,0.0,
94,130.25811082458497,451.5110054931641,49472.80650625,0.0,
95,212.4277035675049,446.88167294921874,48474.299503125,0.0,798.3010667370212
96,108.79900341339112,452.27884833984376,49457.33733046875,0.0,
97,84.95219245300294,450.7904765625,49744.156565625,0.0,
98,92.68377485656738,452.4932016845703,49989.2747125,0.0,
99,94.46731395702362,423.06041939697263,45155.27151328125,0.0,
100,131.10703821889163,325.55451216249463,35449.77644765625,0.0,44.470364662908736
101,230.06239162347256,67.82927554692978,6870.4051513671875,0.0,
102,226.312012892503,66.22868261581812,6814.899739583333,0.0,
103,237.38027724241599,71.78091934399727,7071.895758213141,0.0,
104,216.1689912539262,317.95326896814197,34848.95315004006,0.0,
105,161.37162838073877,439.6633279262445,51057.86060196314,0.0,806.2914672851563
106,134.21425451223666,447.27987494835486,49999.42918669872,0.0,
107,139.81300810055856,393.13712051587225,42673.25718023838,0.0,
108,136.25142014332306,442.7604846465282,48844.374962439906,0.0,
109,173.63148244222006,450.99470285268933,49303.415489783656,0.0,
110,126.64605018420097,450.9257454505333,49198.8922275641,0.0,778.4135009765625
111,104.78239366526788,429.48085949359796,46573.76131810898,0.0,
112,150.08952045440674,452.6739296546349,49412.090645032054,0.0,
113,107.80127239227295,455.65091118445764,50114.638221153844,0.0,
114,88.95401443579259,450.0309205666567,49107.957331730766,0.0,
115,90.11130829346486,445.85379282633465,48845.695262419875,0.0,800.0756469726563
116,138.79518834138528,452.8004001715244,49974.748347355766,0.0,
117,184.44639900403146,453.52355663593,49583.608323317305,0.0,
118,145.70426928691376,453.0178453494341,49581.54602363782,0.0,
119,168.27578718234332,452.10438185471753,49684.145432692305,0.0,
120,150.21769821949493,453.599976564065,49971.551807892625,0.0,752.687821451823
121,146.5856734055739,452.37376305995843,49963.0217598157,0.0,
122,136.35004571767954,451.185546483749,49534.34239783654,0.0,
123,120.27316166804387,450.875733986879,49566.692082331734,0.0,
124,115.76190161093687,454.48237668550934,49867.07481971154,0.0,
125,113.3842160151555,451.7174381353916,49532.94896834936,0.0,807.558280436198
126,96.35695511255508,455.99360832801233,50539.641927083336,0.0,
127,121.02618596034172,436.6617036232582,47177.8514842498,0.0,
128,219.6046089392442,422.52184364123224,46610.783378405446,0.0,
129,127.55677124781486,446.82758923065967,49158.90411533454,0.0,
130,199.98603647183148,330.0012736442762,36148.02886180388,0.0,439.7682576497396
131,190.2383922674717,282.3144403115297,30457.36439553285,0.0,
132,165.60746354323166,300.5067387116261,33021.68850160256,0.0,
133,141.5129329241239,447.42947348570215,48999.01647636218,0.0,
134,137.71118379250552,450.85307928232044,50052.644205729164,0.0,
135,154.58555211776343,439.3057162945087,49180.033165564906,0.0,744.7545735677083
136,136.86366673004932,456.1198155329778,50687.4439853766,0.0,
137,132.22687733479034,455.77411279922876,50713.532777443914,0.0,
138,86.50142588982216,455.4471687903771,49956.412560096156,0.0,
139,64.81597896722647,451.3842573899489,49671.42991286058,0.0,
140,66.99965088184064,454.7968123998397,50086.47666266026,0.0,781.0739827473958
141,84.4221159861638,454.27428573217145,49822.63681891026,0.0,
142,161.65391036791678,453.1608747824644,49538.20547876602,0.0,
143,69.93884096390161,454.74962752904645,49937.76710236378,0.0,
144,119.91998506203676,454.64486048771784,50199.797676282054,0.0,
145,78.61255115117783,458.16941129244293,50459.634715544875,0.0,803.2325561523437
146,66.00187595073993,451.4105727366912,49077.958934294875,0.0,
147,75.18970364790697,448.5285308055389,49359.341145833336,0.0,
148,119.87934855925731,453.59653042524286,50043.1461338141,0.0,
149,129.7074810419327,453.3169160500551,49920.544245793266,0.0,
150,132.92268364246075,451.7776234944661,49310.94250801282,0.0,782.9234415690104
151,139.66093750489063,456.12987440060346,50323.274839743586,0.0,
152,94.41091373639229,456.7849332369291,50361.366511418266,0.0,
153,82.03564912844926,454.1348321376703,50124.15306991186,0.0,
154,97.16210194123097,459.32423146565753,50596.12169471154,0.0,
155,89.37301523257524,452.78578283847907,49578.84983473558,0.0,790.6463826497396
156,78.44153203719702,452.3103336432041,49761.181640625,0.0,
157,111.86350692846837,454.41678834572815,50064.273737980766,0.0,
158,87.87619238633376,456.7860721685947,50511.813301282054,0.0,
159,88.04195839319473,457.7668192936824,50533.360301482375,0.0,
160,81.15673089638734,454.9679164397411,49940.470527844554,0.0,788.8613810221354
161,123.18184045644907,453.30567521315356,50158.586713741985,0.0,
162,-4.589851837891799,449.25120759621643,55087.126051682695,0.0,
163,66.15532465546559,402.3689749302008,45302.18155298477,0.0,
164,160.7604426963207,402.0866540762094,44541.264460637016,0.0,
165,139.34551021647758,451.8868934435722,50878.19115584936,0.0,800.9098388671875
166,166.23666939368616,454.7657809135241,50378.8548427484,0.0,
167,223.37170909001276,454.4430706317608,50220.77794471154,0.0,
168,123.37727197011311,456.88519189296625,51105.241286057695,0.0,
169,73.17500451894907,456.4219681177384,50498.34377504006,0.0,
170,95.24475704095302,456.48646075908954,50828.55053084936,0.0,768.7763509114583
171,68.31496771787985,454.67010282858826,50268.611979166664,0.0,
172,57.66882297320244,456.417356246557,50818.876502403844,0.0,
173,95.27795185186925,455.01695407965246,50729.91321113782,0.0,
174,58.028542970999695,456.62506886017627,50314.90139222756,0.0,
175,76.20193750430376,455.5756538586739,49964.708308293266,0.0,797.0661051432292
176,79.15112830431033,456.50378065842847,50454.086838942305,0.0,
177,133.65232949379163,457.8978739029322,50632.53811097756,0.0,
178,96.60333291078226,457.37076079539764,50732.37279647436,0.0,
179,78.55126635233562,456.7246770614233,51161.62442407852,0.0,
180,121.9148327998626,419.9975561484312,46695.727251101765,0.0,733.5203857421875
181,106.14363658122527,436.13561514402045,47794.586782602164,0.0,
182,80.93186515416855,457.8164150531475,50429.24439102564,0.0,
183,205.13053996746356,457.6884992550581,49989.27579126602,0.0,
184,103.40595394525772,456.35149050981573,50519.495442708336,0.0,
185,107.64866464565962,456.0391319470528,50252.674028445515,0.0,813.5871785481771
186,76.26701538379376,458.05764535757214,50434.389598357375,0.0,
187,76.47680204342574,460.2497030404898,51062.4758613782,0.0,
188,85.17415841420491,457.9022744985727,50763.126627604164,0.0,
189,135.05928130027576,448.259889064691,48952.531688201125,0.0,
190,118.25410466316418,454.928219526242,49846.58631310096,0.0,785.122969563802
191,206.31165281931558,421.0835566887489,45887.152644230766,0.0,
192,131.49633238865778,454.3337950095152,49847.86157852564,0.0,
193,103.94707682193854,457.0378161699344,50527.34475160256,0.0,
194,88.50031507932223,444.0792821248372,49123.93563451523,0.0,
195,90.42600115751608,458.3773621779222,50390.386393229164,0.0,799.1753255208333
196,71.69710007691995,455.7575161273663,50624.05080629006,0.0,
197,118.08919153458032,456.301748031225,49969.750200320515,0.0,
198,64.07984374119685,455.8626859616011,50318.047050280446,0.0,
199,81.28987808716603,457.9793996566381,50499.409354967946,0.0,
200,91.22590942871877,452.0519053141276,48827.0865635016,0.0,88.14427846272787
201,89.80406650365927,451.2847943703334,49648.96057441907,0.0,
202,73.67335649637076,458.9635717929938,50692.716145833336,0.0,
203,115.17749316875751,454.1365765302609,50082.21396734776,0.0,
204,78.0344050725301,454.7915684626653,50067.803410456734,0.0,
205,117.41755950145232,456.6801331348908,50622.06763321314,0.0,817.0166544596354
206,109.74276459522737,458.2567882048778,50706.33706430288,0.0,
207,69.65372454814421,461.126954298753,50777.426332131414,0.0,
208,122.66747349959154,456.7719280536358,50312.7451171875,0.0,
209,76.48899044134679,456.0511996929462,50190.991261017625,0.0,
210,93.03100003951636,455.62938338059644,50293.79091546474,0.0,812.0728556315104
211,77.86082965899736,458.8661205585186,51052.664988982375,0.0,
212,89.10513327671931,455.9957486666166,50079.54514723558,0.0,
213,99.79895607019083,456.8263710217598,50595.884815705125,0.0,
214,94.41579356560341,460.1785194201347,50854.973682892625,0.0,
215,77.09585864727313,459.0092239379883,50823.02303685898,0.0,800.9240275065105
216,78.19538891621126,459.80032837696564,50900.444511217946,0.0,
217,122.55128928942558,457.5864574725811,51024.07299178686,0.0,
218,81.31647682189941,457.1172651633238,50356.68677383814,0.0,
219,88.81597408881554,458.3989723401192,50398.70645532852,0.0,
220,155.3522568727151,453.988405080942,49276.41799379006,0.0,805.941328938802
221,131.5097683882102,457.3322986700596,50189.1672676282,0.0,
222,98.4180675408779,456.8575987204527,50319.86227964744,0.0,
223,130.1745741183941,454.8151421180138,50234.46887520032,0.0,
224,111.86277367518498,458.57506287403595,50765.1852714343,0.0,
225,109.73850240462866,457.9720234015049,50678.73592748398,0.0,796.758719889323
226,84.19181628104968,452.4047266642253,49588.670597956734,0.0,
227,95.18901225848076,458.315675393129,50342.09630408654,0.0,
228,100.27504250942133,459.8104038727589,50929.2962489984,0.0,
229,94.28859583536784,458.4863688151042,50656.455629006414,0.0,
230,142.11052571810208,459.51185255784253,50712.36045172276,0.0,806.7633748372396
231,107.5170801602877,456.10797706017127,50288.71299078526,0.0,
232,134.56602546496268,456.5541943281125,50429.15707632212,0.0,
233,125.63311593960493,455.9317149626903,50404.488206129805,0.0,
234,92.29178832127498,454.49842228033606,49917.1076973157,0.0,
235,95.50345665369278,457.95887404221753,50703.4446113782,0.0,803.0725667317708
236,68.48040199279785,458.8168203891852,51188.21444310898,0.0,
237,82.07850258166974,460.42298282721106,50994.647786458336,0.0,
238,79.11534651731833,455.5648960211338,50144.332356770836,0.0,
239,129.86966553712503,456.74801381429035,50475.79417067308,0.0,
240,82.38639655480019,457.6134524223132,50477.709535256414,0.0,802.4574137369792
241,114.63892995394193,456.7005883241311,50491.619190705125,0.0,
242,90.99549450018468,459.73390139066254,50876.2161708734,0.0,
243,120.33686774816269,459.9604830619616,50725.25353064904,0.0,
244,141.78618083856045,458.58102260491785,50727.0514823718,0.0,
245,106.30113802200708,456.4620956029647,50173.206730769234,0.0,792.1187581380208
246,116.80255457071158,455.51580908359625,50334.81287560096,0.0,
247,76.24023371476393,457.86412243965344,50551.09803185096,0.0,
248,87.02061838981433,454.88548337496246,50182.22518529648,0.0,
249,97.98587446946364,456.01302259396283,49857.14440604968,0.0,
250,100.24168361761632,458.93096943390674,50600.352213541664,0.0,801.414969889323
251,176.2166493733724,458.54351200201575,50644.44556290064,0.0,
252,35.128654598473354,446.0847594432342,56812.714167668266,0.0,
253,159.269213951551,447.56933848063153,50366.224196213945,0.0,
254,131.21863629267767,459.79097728240185,50594.48377403846,0.0,
255,114.63482015560835,457.38684844970703,50658.102213541664,0.0,813.7100504557292
256,101.22912267538217,457.60103802803235,50712.087364783656,0.0,
257,100.26905805636675,460.27135095840845,50596.320112179485,0.0,
258,79.47001376518837,457.1703125391251,50254.078125,0.0,
259,133.99117787679037,456.17508541009363,50252.549729567305,0.0,
260,115.47492110423552,458.40906700721155,50463.7760166266,0.0,805.9885294596354
261,64.29241768519084,459.17937821608325,50814.5364082532,0.0,
262,75.4426602828197,454.7953585111178,50064.550956530446,0.0,
263,109.61723083104843,457.4825693766276,50789.61668669872,0.0,
264,235.45862711392917,459.37493700858874,50253.63586738782,0.0,
265,95.08366455175938,461.0750489846254,51052.48071915064,0.0,803.7862182617188
266,81.17836895967142,459.85424354748847,50922.7985526843,0.0,
267,78.5924728833712,458.69757979955426,50890.2933193109,0.0,
268,100.42479341458052,457.9869596041166,50535.522986778844,0.0,
269,65.26786107283372,457.7386740660056,50685.420823317305,0.0,
270,99.84761455731514,457.7453883244441,50391.547776442305,0.0,813.3941284179688
271,109.77086854592348,456.0767313639323,50166.382637219554,0.0,
272,93.7005567795191,458.01358912541315,50784.814127604164,0.0,
273,65.26583021115034,456.21560923258465,50389.68544671474,0.0,
274,79.90220304635855,460.24278454902844,51144.053260216344,0.0,
275,87.62772802206186,457.4631664569561,50516.029221754805,0.0,810.1183878580729
276,92.48491169856145,458.30155025384363,50758.64490685096,0.0,
277,45.53055875027218,453.96446306277545,52471.322190504805,0.0,
278,85.45383389790852,457.1074844751603,50487.75478265224,0.0,
279,145.93197062076666,457.6069337893755,50365.547050280446,0.0,
280,160.01306215922037,455.63331114940155,49721.58130508814,0.0,794.0228597005208
281,101.10479110326523,459.0265291654147,50643.88669370994,0.0,
282,84.38255393199431,457.94485258444763,50915.179887820515,0.0,
283,171.7358128229777,453.96562723013074,50336.662560096156,0.0,
284,98.16301145309058,455.58841372758917,50274.805588942305,0.0,
285,104.16951458270734,459.9814713306916,51091.758613782054,0.0,806.6920735677083
286,81.73390640356602,455.1795844053611,50095.023262219554,0.0,
287,111.8413423391489,458.7313216771835,50630.0228114984,0.0,
288,68.69618053925343,459.7011474218124,50570.57567107372,0.0,
289,88.57263545500926,457.60421361678686,50629.733824118586,0.0,
290,88.35263496790176,459.0386178432367,50155.5328525641,0.0,807.2584309895833
291,152.5698467156826,457.8141416892027,50675.843800080125,0.0,
292,157.7204382969783,457.748039832482,50579.64022435898,0.0,
293,123.23369515247835,458.1075161664914,50637.26086738782,0.0,
294,90.29006742819762,457.4302505101913,50354.08032852564,0.0,
295,132.0202467013628,457.44885919032953,50500.835136217946,0.0,807.5148885091146
296,101.50559241955096,455.07777913411456,50303.868689903844,0.0,
297,76.42644309997559,460.8533475826948,51103.210286458336,0.0,
298,162.25496984139468,457.5884434626653,50760.042893629805,0.0,
299,121.38612864567683,457.6190334222256,50380.89393028846,0.0,
300,99.29579639434814,459.8123014401167,50713.38514122596,0.0,773.8374308268229
301,75.74248154958089,459.4777116041917,50687.5814052484,0.0,
302,133.48911529932266,458.4862467447917,50501.00778745994,0.0,
303,140.76929202522987,454.5214814406175,50472.36623597756,0.0,
304,87.53264114184257,457.6329607841296,50811.99852263622,0.0,
305,76.41720060201791,457.8916295369466,50409.91661658654,0.0,805.1826334635417
306,81.543640038906,456.36510369716547,50111.960887419875,0.0,
307,98.38511557456775,457.96800486246747,50535.662309695515,0.0,
308,118.99323957394331,452.49934543707434,50076.47536057692,0.0,
309,99.45524690090082,459.2203498253456,50707.240559895836,0.0,
310,70.62246838594095,458.93038177490234,50618.55736678686,0.0,802.1772501627604
311,93.25288911966177,458.09602610270184,50504.479817708336,0.0,
312,96.68201172657503,458.0304995805789,50781.666015625,0.0,
313,123.78162176181108,458.8479788364508,50399.208809094554,0.0,
314,78.73600871746356,457.4661628527519,50379.908979366985,0.0,
315,108.69537490453476,456.4248839158278,50067.033403445515,0.0,725.3721516927084
316,129.4795663295648,455.03680126483624,50638.280223357375,0.0,
317,99.11389201726669,457.48883760892426,50713.49341446314,0.0,
318,167.50736530010516,459.45347908215643,50672.0387870593,0.0,
319,150.4105004041623,455.41937451484876,50421.39853766026,0.0,
320,82.06769429720364,456.2369830791767,50445.160932491985,0.0,781.579931640625
321,100.68826489570813,457.1582496838692,50563.964317908656,0.0,
322,93.53263270549284,457.469737517528,50679.161583533656,0.0,
323,91.04143076676588,459.67585910894934,50710.73915765224,0.0,
324,101.621765821408,456.6970870189178,50582.97313201122,0.0,
325,85.94983949416724,454.9980738713191,50214.504106570515,0.0,776.6109659830729
326,91.51999473571777,458.97215544871796,51018.2060546875,0.0,
327,76.33508789845003,459.71482907808746,50875.389723557695,0.0,
328,87.69152206029648,459.0444294856145,50568.31740785256,0.0,
329,80.65956604786409,459.7691034170297,50989.774739583336,0.0,
330,100.69830048389925,455.45164372370795,50045.82461939102,0.0,801.9865397135417
331,102.7765890268179,458.8284792777819,50732.47791466346,0.0,
332,210.60503419240317,456.5613534389398,49994.4557792468,0.0,
333,86.6891377766927,457.53462277925934,50434.01064202724,0.0,
334,100.84529108878894,455.7323510585687,50460.808894230766,0.0,
335,94.72647596016908,459.63379825689856,50880.676707732375,0.0,792.9862833658855
336,68.1591183589055,455.8265171540089,50119.6810146234,0.0,
337,119.07845159677359,456.1669393686148,50060.706705729164,0.0,
338,73.02885850270589,456.6947729648688,50560.03796073718,0.0,
339,84.4590129607763,457.5898646819286,50236.865159254805,0.0,
340,143.9808451823699,456.1050825852614,50327.94643930288,0.0,815.6549357096354
341,91.55336377559564,456.2917668269231,50202.421549479164,0.0,
342,135.36511516571045,459.9958920601087,50800.681715745195,0.0,
343,82.98389488611465,457.7162338648087,50621.77453926282,0.0,
344,107.70807725955278,457.6108664488181,50403.97250600962,0.0,
345,67.15918279305482,458.29958187005457,50693.261543469554,0.0,789.1163655598958
346,77.45629004943065,458.437855451535,50666.75185296474,0.0,
347,93.94763782696846,457.80878781049677,50641.52892127404,0.0,
348,65.68385796669202,459.3502682416867,50860.78590745192,0.0,
349,76.89583834623679,459.21290803566956,51062.1784354968,0.0,
350,88.86810640188364,457.49104680770483,50517.7317958734,0.0,803.1277709960938
351,77.08021550300793,458.64735060471753,50669.991010616985,0.0,
352,147.1718982794346,458.4001234005659,50480.23034354968,0.0,
353,134.61846329615668,458.38178781362683,50352.313651842946,0.0,
354,122.45392342102834,458.55227856758313,50687.81958633814,0.0,
355,123.10306033110007,459.07126773932043,50800.663136017625,0.0,807.0483683268229
356,144.0668125709471,451.0748945933122,49242.80644265199,0.0,
357,80.18405574407333,458.0902576935597,50608.7962489984,0.0,
358,123.37776824755547,458.42869861309345,50974.77676782852,0.0,
359,130.93896616422214,457.8301010131836,50685.324669471156,0.0,
360,93.92290181380052,454.0178917126778,50227.168995392625,0.0,762.4093587239583
361,139.47293288891132,452.50092335236377,49901.7552333734,0.0,
362,129.3988492427728,456.46842076228216,50488.389473157054,0.0,
363,167.77917157686673,457.5449279393905,50526.661082732375,0.0,
364,184.06942851726825,456.18097002078326,50401.081480368586,0.0,
365,81.35496244675073,458.7927741026267,50722.35411658654,0.0,802.6021525065104
366,86.4345744450887,459.55785311185394,51136.23768028846,0.0,
367,82.53958462446164,457.4907465225611,50265.127879607375,0.0,
368,95.8638990842379,444.41294528276495,49438.548527644234,0.0,
369,115.39233036530324,459.0333676460462,50788.45883413462,0.0,
370,102.60113708789532,456.67684877835785,50297.51449819712,0.0,808.4547973632813
371,86.18368943532307,456.0222713763897,50135.4954677484,0.0,
372,88.77907168559538,455.8826217651367,50440.8802333734,0.0,
373,108.71949748503856,458.0168948051257,50604.69358473558,0.0,
374,162.8976881076128,459.61000295785755,50740.96727263622,0.0,
375,85.86797543061085,458.5674569545648,50768.02341245994,0.0,808.4059895833333
376,82.07138555477827,459.15655713203626,50629.013120993586,0.0,
377,69.93082919487587,459.03150568252954,50578.023011818914,0.0,
378,80.93413164676764,458.445803128756,50719.816706730766,0.0,
379,81.1067320505778,458.6349569467398,50983.523763020836,0.0,
380,61.873127766144584,456.87706971779846,50348.25926482372,0.0,769.4306437174479
381,95.14458106114314,458.1843815338917,50655.73061899038,0.0,
382,82.17470474732228,460.7844656919822,50763.868840144234,0.0,
383,71.3148794663258,450.40763228978864,49066.32960236378,0.0,
384,122.1344512548202,456.8194044064253,50707.15697616186,0.0,
385,86.23026735354692,457.0480331029647,50544.77063301282,0.0,796.3277180989584
386,110.53045365749261,457.35809110983826,50371.16403745994,0.0,
387,113.2574070416964,457.0626887786083,50323.832456931086,0.0,
388,70.82130001752805,453.32352036696216,49838.73495092148,0.0,
389,75.51637067550269,458.3777522551708,50514.76514923878,0.0,
390,81.2073805148785,457.4456767546825,50519.998572716344,0.0,799.6393432617188
391,152.78287787315173,455.3867126856095,50254.747621193914,0.0,
392,97.13943107311542,459.3778846936348,50809.147410857375,0.0,
393,83.97616401085487,458.2508010864258,50466.53147536058,0.0,
394,98.41814329685309,459.77706615741437,50797.99892327724,0.0,
395,86.7860324321649,457.6319182958358,50211.64315404648,0.0,805.9853637695312
396,96.96284873668964,457.085451175005,50745.23642828526,0.0,
397,76.64701838371082,455.6139905880659,49907.310371594554,0.0,
398,87.06062446496425,460.51072810246393,51225.742387820515,0.0,
399,112.18419588529147,457.42323342347754,50586.87512520032,0.0,
400,162.51865511674148,457.67596337734125,50354.41506410256,0.0,709.7553426106771
401,81.45717752896823,458.73953540508563,50788.107008713945,0.0,
402,76.25253237210788,459.70009525005634,50732.78819861779,0.0,
403,117.8784250846276,458.3201704758864,50664.453688401445,0.0,
404,74.8971519103417,457.9003246013935,50271.795222355766,0.0,
405,181.5917731798612,458.89146276620716,50752.832594651445,0.0,812.1069458007812
406,74.83763280281654,458.16514176588794,50489.738807091344,0.0,
407,82.6689186829787,456.55768057016223,50330.600773737984,0.0,
408,84.75217375388512,458.8030879680927,50649.81310096154,0.0,
409,94.51950971896832,458.6119258587177,50846.49391526442,0.0,
410,75.06947513727042,455.82852935791016,49854.091496394234,0.0,811.9689270019531
411,133.95149502387414,457.6800633943998,50488.23572716346,0.0,
412,179.67221986330472,454.89990028968225,50093.090369591344,0.0,
413,134.8441637479342,458.6271212651179,50439.95714393029,0.0,
414,112.84330566112811,456.7470647371732,50472.29090294471,0.0,
415,78.21301533625676,460.1428325359638,50952.66297325721,0.0,802.065185546875
416,133.8597459426293,457.9300182049091,50651.027869591344,0.0,
417,186.47798662919266,454.9085608262282,49850.698692908656,0.0,
418,107.41859571750348,457.6780691880446,50601.301307091344,0.0,
419,111.58268884512094,457.9006503178523,50717.832557091344,0.0,
420,110.54904380211464,457.5381719149076,50450.900916466344,0.0,817.8237121582031
421,83.62757972570566,460.3081588745117,51019.3212890625,0.0,
422,109.56682205200195,460.0586181053749,50801.066105769234,0.0,
423,90.38059318982639,457.6356259859525,50554.780348557695,0.0,
424,83.64605496479915,457.3744137103741,50547.51919320913,0.0,
425,102.99499137584979,456.8964286217323,50746.31956129808,0.0,802.1408203125
426,105.55138477912315,457.676875774677,50642.48317307692,0.0,
427,78.15374124967136,459.42934212317834,50777.882136418266,0.0,
428,83.24361874507024,461.55187694843,51069.327110877406,0.0,
429,86.85484739450308,459.5826325049767,50990.19760366587,0.0,
430,88.55882138472337,459.4365425109863,50660.99744591346,0.0,813.9894409179688
431,84.87075746976413,460.5736600435697,50825.73599008413,0.0,
432,68.57185007975652,459.19593781691333,50739.416466346156,0.0,
433,115.13119415136484,457.2605787423941,50381.710749699516,0.0,
434,134.53905641115628,460.148186316857,50906.70932241587,0.0,
