epoch,loss,avg_reward,baseline_variance,penalty_ratio,val_reward
435,87.48261737823486,460.7144945584811,50825.725172776445,0.0,801.5706420898438
436,93.70629695745615,456.9351486792931,50394.338078425484,0.0,
437,112.54947915444008,459.08039767925555,50653.891075721156,0.0,
438,103.14912847372202,460.349971477802,51197.902043269234,0.0,
439,116.18678327707144,461.5900242145245,51094.521033653844,0.0,
440,100.85240210019626,458.4364515451285,50541.889685997594,0.0,794.8031616210938
441,88.30145091276903,457.978457230788,50842.926945612984,0.0,
442,114.8073375408466,455.19464404766376,50248.94118088942,0.0,
443,74.3893644626324,461.17314412043646,50997.977839543266,0.0,
444,84.01449808707603,458.8238616356483,50633.941443810094,0.0,
445,106.54336892641507,457.73970090425934,50521.58360877404,0.0,813.7327880859375
446,131.33243083953857,457.68646827110877,50504.3056640625,0.0,
447,106.09371111943172,459.08945523775543,50897.399376502406,0.0,
448,163.16621552980862,458.88637043879584,50650.485914963945,0.0,
449,82.07405739564162,458.2792469904973,50605.144456129805,0.0,
450,101.78827502177312,460.23180829561676,50748.32643479567,0.0,795.8537658691406
451,88.37847236486581,459.15608274019684,50915.011155348555,0.0,
452,82.86322193879347,457.361996283898,51003.757737379805,0.0,
453,66.77135900350717,460.33835396399866,51027.69764122596,0.0,
454,68.0210639513456,459.6075882544884,50714.131873497594,0.0,
455,68.8507679792551,459.3630227309007,50980.590031550484,0.0,782.6919006347656
456,152.69872702085055,452.1204317533053,49635.07666015625,0.0,
457,113.93560519585243,457.8410486074594,50804.932917668266,0.0,
458,112.23318928938646,459.16294127244214,50606.619704026445,0.0,
459,136.3995915192824,459.82812881469727,51018.44362229567,0.0,
460,116.69339480766884,460.43818693894605,50887.26062950721,0.0,811.13994140625
461,68.29347729682922,455.03633323082556,51598.480769230766,0.0,
462,126.06472550905667,457.62243857750525,50907.46127554087,0.0,
463,91.59955835342407,459.8384020878718,50662.17307692308,0.0,
464,87.34508716143094,458.00748883760895,50752.730656550484,0.0,
465,85.99048746549167,459.29092172475964,50576.530235877406,0.0,809.1180786132812
466,118.62252961672269,455.78099646935095,50097.592247596156,0.0,
467,163.45140757927527,457.7577825692984,50679.295222355766,0.0,
468,84.84164417707004,460.2114202059232,50640.193171574516,0.0,
469,85.76337898694553,459.3385323744554,50947.99293870192,0.0,
470,79.39489437983586,459.741998232328,51164.220402644234,0.0,817.6244873046875
471,79.5808866574214,459.31715510441705,50937.765925480766,0.0,
472,67.82026503636287,458.11887271587665,50783.17784705529,0.0,
473,80.03839635848999,459.8650251535269,51249.23170823317,0.0,
474,97.84444016676683,456.4968164884127,50327.515211838945,0.0,
475,88.31015608860896,459.88137259850134,51132.62267127404,0.0,808.990869140625
476,95.04406173412616,458.1356444725624,50705.99331430288,0.0,
477,104.94827340199397,457.53364885770355,50710.712590144234,0.0,
478,89.88571786880493,457.5030150780311,50314.51186899038,0.0,
479,74.5945936349722,457.9750289916992,50626.848670372594,0.0,
480,79.6578637269827,458.87743817842926,50709.48764272837,0.0,808.2537414550782
481,92.44121808272142,458.6072352482722,50820.948054387016,0.0,
482,71.8474268913269,458.40835131131684,50763.552208533656,0.0,
483,106.99855511005109,459.81362533569336,51041.069749098555,0.0,
484,75.32950548025278,457.08417305579553,50203.25574669471,0.0,
485,73.1152716416579,459.1672683128944,50799.321364182695,0.0,787.9041015625
486,72.28655092532819,457.1679787269005,50375.697678786055,0.0,
487,65.380263035114,458.24268751878003,50656.038987379805,0.0,
488,78.57774675809421,456.66801980825574,50565.49913611779,0.0,
489,89.07835509226872,459.5724751399114,50623.356370192305,0.0,
490,127.31102022757896,459.54635590773364,50684.46766075721,0.0,800.0779418945312
491,81.30598365343533,459.06572488638074,50673.41383713942,0.0,
492,91.86391181212205,457.86457589956433,50681.06911057692,0.0,
493,75.19162783255943,457.3848448533278,50682.42360276442,0.0,
494,79.63022917967577,458.4002987788274,50239.66026893029,0.0,
495,76.00296291938194,459.66331217839166,50971.016038161055,0.0,808.0591369628906
496,69.28277510863084,459.27066069382886,51057.862004206734,0.0,
497,84.54822742022,458.8971578157865,50632.1875,0.0,
498,124.17926124426035,457.29122279240534,50522.09292367788,0.0,
499,152.92130598655115,457.9775006220891,50833.13540414663,0.0,
500,70.8004806958712,459.73523301344653,50773.84070763221,0.0,804.8173645019531
