Customer,KGM,CBM,CusLat,CusLong,Beginning1,Ending1,DwellTime,AllowedTrucks,Depot,DepotLat,DepotLong,DOW,Beginning2,Ending2,HUs
70017030,0.588,0.003294,14.65087107,121.1046172,08:00,17:00,0.35,"{4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70017039,31.364,0.10930974,14.59248731,121.0263236,08:00,17:00,0.35,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70017068,3.6,0.01138368,14.61646338,121.0003123,08:00,17:00,0.35,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70017168,1.88,0.007,14.5484264,121.0637142,08:00,17:00,0.35,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70017248,0.35,0.0020568,14.62102266,121.1684666,08:00,17:00,0.35,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70017292,16.264,0.06116989,14.39828524,120.976643,08:00,17:00,0.35,"{4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70017339,1.198,0.00726131,14.63593241,121.1012584,08:00,17:00,0.35,"{4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70017364,25.092,0.08611498,14.66977558,120.9705261,08:00,17:00,0.35,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70017371,8.67,0.02882199,14.57842488,120.9870255,08:00,17:00,0.35,"{4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70017396,0.98,0.00549,14.46192007,120.9918937,08:00,17:00,0.35,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70022298,506.1049,1.38469875,14.61690213,121.0924549,08:00,17:00,0.35,"{4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70023050,107.99000000000001,0.4563168499999999,14.59533533,121.0019371,08:00,17:00,0.35,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70080274,6.42,0.021626,14.27625533,121.0829533,08:00,17:00,0.35,"{4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70087916,0.882,0.004941,14.61448376,120.983582,08:00,17:00,0.35,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70091848,16.272,0.05902408,14.5764481,121.0630026,08:00,17:00,0.35,"{4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70248164,3.252,0.01749386,14.37547866,121.0118728,08:00,17:00,0.35,"{4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70278544,16.48,0.06017923,14.58173951,121.0125586,08:00,17:00,0.35,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70354596,23.244,0.0787248,14.60505303,121.0227754,08:00,17:00,0.35,"{4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70493562,12.632,0.0449835,14.65087107,121.1046172,08:00,17:00,0.35,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70522020,0.594,0.00358719,14.38840198,120.9775643,08:00,17:00,0.35,"{4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70532300,5.514,0.0307494,14.6402839,121.0744741,08:00,17:00,0.35,"{4w, 6w, 10w}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
70553966,31.439999999999998,0.1139018799999999,14.48275394,121.0359616,08:00,17:00,0.35,"{4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Thursday,,,1.0
