Customer,KGM,CBM,CusLat,CusLong,Beginning1,Ending1,DwellTime,AllowedTrucks,Depot,DepotLat,DepotLong,DOW,Beginning2,Ending2,HUs
70019315,1.688,0.003,14.56515049,121.0459705,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,2.0
70019384,0.556,0.001,14.57363942,121.0579284,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,1.0
70019391,17.216,0.058,14.57679518,121.0349877,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,3.0
70019392,4.744,0.011,14.54642851,121.0537137,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,1.0
70019549,14.620000000000001,0.026000000000000002,14.61130728,121.0916411,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,4.0
70031292,18.77,0.03,14.52121107,121.0656736,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,1.0
70031293,0.148,0.00045,14.58425293,121.0603261,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,2.0
70034004,9.068,0.017,14.55792821,121.0831835,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,3.0
70043420,17.368,0.065,14.56539821,121.0276651,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,2.0
70081032,12.06,0.029,14.50834342,121.0507623,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,1.0
70130675,17.818,0.041,14.5738302,121.0487805,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,2.0
70133553,49.264,0.177,14.54511586,121.0667741,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,4.0
70155196,37.57299999999999,0.11800000000000001,14.48644031,121.0436435,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,7.0
70244565,1.548,0.003,14.56191922,121.0762425,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,5.0
70351598,11.462,0.025,14.5452904,121.0162849,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,2.0
70373907,1.206,0.002,14.57385178,121.0192672,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,2.0
70390788,9.94,0.017,14.59038768,121.0954401,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,5.0
70398370,0.088,0.00043,14.58594333,121.0483362,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,1.0
70398392,14.004,0.048,14.58458957,121.0759822,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,3.0
70401488,14.946,0.052000000000000005,14.55372651,121.0259834,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,2.0
70408061,10.072,0.04,14.54579924,121.0522527,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,1.0
70408280,1.4000000000000001,0.002458,14.56712,121.01141,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,1.0
70428043,67.882,0.226,14.51345276,121.0476718,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,4.0
70435202,3.114,0.008,14.54964538,121.0267766,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,2.0
70464520,0.612,0.001,14.56309,121.01478,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,2.0
70490240,2.268,0.004,14.56703057,121.011453,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,1.0
70494785,8.286,0.022000000000000002,14.61011767,121.0921029,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,1.0
70494786,20.434,0.078,14.58607145,121.0882271,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,2.0
70494791,6.984,0.029,14.57297813,121.0597505,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,2.0
70521405,13.596,0.033,14.48093231,121.0459837,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,3.0
70535019,0.286,0.001,14.57762544,121.0529607,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,2.0
70556250,6.016,0.02,14.57530545,121.041931,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2522,14.5440065750203,121.084957449375,Friday,,,2.0
