Customer,KGM,CBM,CusLat,CusLong,Beginning1,Ending1,DwellTime,AllowedTrucks,Depot,DepotLat,DepotLong,DOW,Beginning2,Ending2,HUs
70017437,62.285,1.274,14.60213586,121.0365402,08:00,16:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Thursday,,,40.0
70017470,5.3,0.099,14.56348294,121.0174927,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Thursday,,,4.0
70017505,15.482,0.108,14.55467704,121.0145315,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Thursday,,,6.0
70017539,5.827,0.119,14.59052169,121.0690191,08:00,16:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Thursday,,,2.0
70019459,6.944,0.011000000000000001,14.40432571,120.9407744,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Thursday,,,1.0
70019480,2.96,0.007,14.40886541,120.8572967,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Thursday,,,1.0
70019527,1.471,0.007,14.20674401,121.0227709,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Thursday,,,1.0
70029285,1.9409999999999998,0.003,14.40933622,120.9408269,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Thursday,,,1.0
70043250,0.064,0.0,14.42278761,120.9413851,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Thursday,,,1.0
70132664,0.086,0.0,14.39845245,120.9396642,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Thursday,,,1.0
70382544,0.18,0.001,14.41593786,120.8563922,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Thursday,,,1.0
70465560,5.936999999999999,0.014362,14.39942,120.9045,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Thursday,,,2.0
70544149,2.811,0.007,14.37686287,120.9354379,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Thursday,,,1.0
