Customer,KGM,CBM,CusLat,CusLong,Beginning1,Ending1,DwellTime,AllowedTrucks,Depot,DepotLat,DepotLong,DOW,Beginning2,Ending2,HUs
70019322,2.506,0.008,14.6325787,121.096125,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70019375,1.5530000000000002,0.003,14.63224007,121.0938497,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70019381,2.538,0.006,14.62541458,121.1204145,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70019410,3.061,0.008,14.63290444,121.0951864,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70019425,2.104,0.007,14.57923238,121.1386665,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70019426,4.136,0.006,14.52968055,121.1542452,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70019475,7.344,0.022,14.56518703,121.1398343,08:00,17:00,1.0,"{AUV, MC, 4w, 6w}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70019476,1.65,0.005,14.63174178,121.0961807,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70019482,7.407,0.014,14.62292153,121.1106243,08:00,17:00,1.0,"{AUV, MC, 4w, 6w}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70019554,4.006,0.011000000000000001,14.63024693,121.1201218,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70030492,2.255,0.01,14.57633674,121.1773259,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70030499,3.5220000000000002,0.007,14.72984441,121.1378533,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70042197,2.876,0.008,14.58394216,121.123774,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70084418,3.325,0.011334,14.57964031,121.1380988,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70084983,2.71,0.009000000000000001,14.53067757,121.154252,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70130674,2.6229999999999998,0.012,14.62594348,121.0844611,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70132665,1.3279999999999998,0.003,14.47642017,121.1959103,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70138438,5.2829999999999995,0.013000000000000001,14.60442645,121.1060491,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70246377,2.449,0.007,14.57956464,121.1372932,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70248476,2.9419999999999997,0.007,14.4951024,121.2909781,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70286419,2.1670000000000003,0.006,14.57035576,121.1786399,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70288587,0.09,0.001,14.57178191,121.1785415,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70337217,3.562,0.005,14.62500319,121.133485,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70337705,0.44099999999999995,0.002,14.57645321,121.1768653,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70347238,2.629,0.006,14.58424845,121.123968,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70361410,2.406,0.008,14.60243889,121.0498676,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70362005,1.541,0.003,14.64198544,121.122175,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70374983,2.705,0.005,14.6486277,121.0924717,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70375866,1.814,0.005,14.62586893,121.1247822,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70396492,2.6270000000000002,0.008,14.64534642,121.0963252,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70408272,4.484,0.009000000000000001,14.61711251,121.1349582,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70408277,1.212,0.002,14.48186005,121.1872024,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70412170,1.877,0.004,14.62271103,121.1022785,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70450886,2.251,0.004,14.73188646,121.1441889,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
70484079,3.584,0.007,14.6516115,121.101893,08:00,17:00,1.0,"{AUV, 4w, 6w, 10w, 40ft}",2524,14.309532385263,121.09739842881,Monday,,,1.0
