Depot,DepotLong,DepotLat,Customer,CusLong,CusLat,DeliveryDate,DOW,Beginning1,Ending1,Beginning2,Ending2,HUs,DwellTime,CBM,KGM,AllowedTrucks
2524,121.09739842881,14.309532385263,70584255,121.00877,14.55939,2023-01-06,Friday,08:00,17:00,,,1.0,1.0,0.002,0.27,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70408280,121.01141,14.56712,2023-01-06,Friday,08:00,17:00,,,1.0,1.0,0.0,0.016,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70548634,121.1756311,14.58507461,2023-01-09,Monday,08:00,17:00,,,1.0,1.0,0.002,0.729,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70521396,121.1221925,14.69709232,2023-01-09,Monday,08:00,17:00,,,1.0,1.0,0.001,0.477,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70525152,121.1731914,14.58032397,2023-01-09,Monday,08:00,17:00,,,1.0,1.0,0.001,0.1,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70525152,121.1731914,14.58032397,2023-01-09,Monday,08:00,17:00,,,1.0,1.0,0.001,0.408,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70362055,121.0328409,14.5910118,2023-01-11,Wednesday,08:00,17:00,,,1.0,0.35,0.001,0.232,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70017600,121.0942483,14.63846718,2023-01-11,Wednesday,08:00,17:00,,,1.0,0.333333333,0.001,0.278,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70029285,120.9408269,14.40933622,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.0,0.023,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70043250,120.9413851,14.42278761,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.0,0.018,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70465560,120.9045,14.39942,2023-01-12,Thursday,08:00,17:00,,,2.0,1.0,0.01,5.348,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70544149,120.9354379,14.37686287,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.007,2.811,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70019459,120.9407744,14.40432571,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.001,0.18,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70019459,120.9407744,14.40432571,2023-01-12,Thursday,08:00,17:00,,,2.0,1.0,0.01,6.718,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70132664,120.9396642,14.39845245,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.0,0.086,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70017505,121.0145315,14.55467704,2023-01-12,Thursday,08:00,17:00,,,6.0,1.0,0.108,15.482,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70019459,120.9407744,14.40432571,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.0,0.046,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70043250,120.9413851,14.42278761,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.0,0.046,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70465560,120.9045,14.39942,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.0,0.046,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70465560,120.9045,14.39942,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.000362,0.057,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70029285,120.9408269,14.40933622,2023-01-12,Thursday,08:00,17:00,,,2.0,1.0,0.003,1.918,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70017437,121.0365402,14.60213586,2023-01-12,Thursday,08:00,16:00,,,40.0,1.0,1.274,62.285,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70465560,120.9045,14.39942,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.004,0.486,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70017470,121.0174927,14.56348294,2023-01-12,Thursday,08:00,17:00,,,4.0,1.0,0.074,3.9,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70017539,121.0690191,14.59052169,2023-01-12,Thursday,08:00,16:00,,,2.0,1.0,0.118,5.64,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70019527,121.0227709,14.20674401,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.005,0.63,"{AUV, 4w, 6w, 10w, 40ft}"
2524,121.09739842881,14.309532385263,70019480,120.8572967,14.40886541,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.001,0.138,"{AUV, 4w, 6w, 10w, 40ft}"
